context,question,answer
"Điều 11 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đăng ký thành lập tại cơ quan đăng ký kinh doanh theo quy định của pháp luật.","Doanh nghiệp phải thực hiện thủ tục gì theo Điều 11 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đăng ký thành lập tại cơ quan đăng ký kinh doanh theo quy định của pháp luật."
"Điều 12 Luật Doanh nghiệp 2020 quy định: Tên doanh nghiệp phải được viết bằng tiếng Việt, có thể kèm theo chữ số và ký hiệu, phải phát âm được và không vi phạm thuần phong mỹ tục.","Tên doanh nghiệp phải đáp ứng yêu cầu gì theo Điều 12 Luật Doanh nghiệp 2020?","Tên doanh nghiệp phải được viết bằng tiếng Việt, có thể kèm chữ số, ký hiệu, phát âm được và không vi phạm thuần phong mỹ tục."
"Điều 13 Luật Doanh nghiệp 2020 quy định: Tên doanh nghiệp không được trùng hoặc gây nhầm lẫn với tên của doanh nghiệp đã đăng ký trước đó trên phạm vi toàn quốc.","Tên doanh nghiệp không được vi phạm điều gì theo Điều 13 Luật Doanh nghiệp 2020?","Tên doanh nghiệp không được trùng hoặc gây nhầm lẫn với tên của doanh nghiệp đã đăng ký trước đó."
"Điều 14 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đăng ký thay đổi tên doanh nghiệp tại cơ quan đăng ký kinh doanh khi có thay đổi về tên.","Doanh nghiệp phải làm gì khi thay đổi tên theo Điều 14 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đăng ký thay đổi tên tại cơ quan đăng ký kinh doanh."
"Điều 15 Luật Doanh nghiệp 2020 quy định: Trụ sở chính của doanh nghiệp là địa điểm liên lạc của doanh nghiệp trên lãnh thổ Việt Nam, có địa chỉ được xác định rõ ràng.","Trụ sở chính của doanh nghiệp được xác định như thế nào theo Điều 15 Luật Doanh nghiệp 2020?","Trụ sở chính là địa điểm liên lạc của doanh nghiệp trên lãnh thổ Việt Nam, có địa chỉ rõ ràng."
"Điều 16 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải thông báo thay đổi địa chỉ trụ sở chính với cơ quan đăng ký kinh doanh trong thời hạn 10 ngày kể từ ngày quyết định thay đổi.","Doanh nghiệp phải làm gì khi thay đổi địa chỉ trụ sở chính theo Điều 16 Luật Doanh nghiệp 2020?","Doanh nghiệp phải thông báo thay đổi địa chỉ trụ sở chính trong 10 ngày kể từ ngày quyết định."
"Điều 17 Luật Doanh nghiệp 2020 quy định: Ngành, nghề kinh doanh của doanh nghiệp phải được ghi trong hồ sơ đăng ký doanh nghiệp và không bắt buộc phải thuộc hệ thống ngành kinh tế Việt Nam.","Ngành, nghề kinh doanh của doanh nghiệp phải được ghi ở đâu theo Điều 17 Luật Doanh nghiệp 2020?","Ngành, nghề kinh doanh phải được ghi trong hồ sơ đăng ký doanh nghiệp."
"Điều 18 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp được kinh doanh các ngành, nghề mà pháp luật không cấm và phải tuân thủ các điều kiện kinh doanh theo quy định.","Doanh nghiệp được kinh doanh những ngành, nghề nào theo Điều 18 Luật Doanh nghiệp 2020?","Doanh nghiệp được kinh doanh các ngành, nghề không bị cấm và phải tuân thủ các điều kiện kinh doanh."
"Điều 19 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đăng ký thay đổi ngành, nghề kinh doanh với cơ quan đăng ký kinh doanh khi có thay đổi.","Doanh nghiệp phải làm gì khi thay đổi ngành, nghề kinh doanh theo Điều 19 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đăng ký thay đổi ngành, nghề kinh doanh với cơ quan đăng ký kinh doanh."
"Điều 20 Luật Doanh nghiệp 2020 quy định: Vốn điều lệ là tổng giá trị tài sản do các thành viên hoặc cổ đông góp hoặc cam kết góp khi thành lập doanh nghiệp.","Vốn điều lệ được định nghĩa như thế nào theo Điều 20 Luật Doanh nghiệp 2020?","Vốn điều lệ là tổng giá trị tài sản do các thành viên hoặc cổ đông góp hoặc cam kết góp khi thành lập doanh nghiệp."
"Điều 21 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải đăng ký thay đổi vốn điều lệ với cơ quan đăng ký kinh doanh trong thời hạn 10 ngày kể từ ngày quyết định thay đổi.","Doanh nghiệp phải làm gì khi thay đổi vốn điều lệ theo Điều 21 Luật Doanh nghiệp 2020?","Doanh nghiệp phải đăng ký thay đổi vốn điều lệ trong 10 ngày kể từ ngày quyết định."
"Điều 22 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp có quyền quyết định phương thức huy động vốn, trừ trường hợp pháp luật có quy định khác.","Doanh nghiệp có quyền gì về phương thức huy động vốn theo Điều 22 Luật Doanh nghiệp 2020?","Doanh nghiệp có quyền quyết định phương thức huy động vốn, trừ trường hợp pháp luật quy định khác."
"Điều 23 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải công bố thông tin về đăng ký doanh nghiệp trên Cổng thông tin quốc gia về đăng ký doanh nghiệp.","Doanh nghiệp phải công bố thông tin đăng ký ở đâu theo Điều 23 Luật Doanh nghiệp 2020?","Doanh nghiệp phải công bố thông tin đăng ký trên Cổng thông tin quốc gia về đăng ký doanh nghiệp."
"Điều 24 Luật Doanh nghiệp 2020 quy định: Hồ sơ đăng ký doanh nghiệp bao gồm giấy đề nghị đăng ký, điều lệ công ty, danh sách thành viên hoặc cổ đông và các giấy tờ khác theo quy định.","Hồ sơ đăng ký doanh nghiệp bao gồm những gì theo Điều 24 Luật Doanh nghiệp 2020?","Hồ sơ đăng ký bao gồm giấy đề nghị đăng ký, điều lệ công ty, danh sách thành viên hoặc cổ đông và các giấy tờ khác."
"Điều 25 Luật Doanh nghiệp 2020 quy định: Cơ quan đăng ký kinh doanh cấp Giấy chứng nhận đăng ký doanh nghiệp trong thời hạn 3 ngày làm việc kể từ ngày nhận hồ sơ hợp lệ.","Thời hạn cấp Giấy chứng nhận đăng ký doanh nghiệp là bao lâu theo Điều 25 Luật Doanh nghiệp 2020?","Cơ quan đăng ký kinh doanh cấp Giấy chứng nhận trong 3 ngày làm việc kể từ ngày nhận hồ sơ hợp lệ."
"Điều 26 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp được cấp mã số doanh nghiệp duy nhất, đồng thời là mã số thuế của doanh nghiệp.","Mã số doanh nghiệp có ý nghĩa gì theo Điều 26 Luật Doanh nghiệp 2020?","Mã số doanh nghiệp là mã số duy nhất, đồng thời là mã số thuế của doanh nghiệp."
"Điều 27 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải lưu giữ hồ sơ, tài liệu liên quan đến đăng ký doanh nghiệp tại trụ sở chính hoặc địa điểm khác theo quy định.","Doanh nghiệp phải lưu giữ hồ sơ đăng ký ở đâu theo Điều 27 Luật Doanh nghiệp 2020?","Doanh nghiệp phải lưu giữ hồ sơ, tài liệu đăng ký tại trụ sở chính hoặc địa điểm khác theo quy định."
"Điều 28 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp có quyền yêu cầu cơ quan đăng ký kinh doanh cung cấp thông tin về đăng ký doanh nghiệp của mình hoặc của doanh nghiệp khác.","Doanh nghiệp có quyền gì liên quan đến thông tin đăng ký theo Điều 28 Luật Doanh nghiệp 2020?","Doanh nghiệp có quyền yêu cầu cơ quan đăng ký kinh doanh cung cấp thông tin về đăng ký doanh nghiệp."
"Điều 29 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp phải thông báo thay đổi nội dung đăng ký doanh nghiệp trong thời hạn 10 ngày kể từ ngày có thay đổi.","Doanh nghiệp phải làm gì khi có thay đổi nội dung đăng ký theo Điều 29 Luật Doanh nghiệp 2020?","Doanh nghiệp phải thông báo thay đổi nội dung đăng ký trong 10 ngày kể từ ngày có thay đổi."
"Điều 30 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp chịu trách nhiệm về tính chính xác, trung thực của thông tin trong hồ sơ đăng ký doanh nghiệp.","Doanh nghiệp chịu trách nhiệm gì về thông tin đăng ký theo Điều 30 Luật Doanh nghiệp 2020?","Doanh nghiệp chịu trách nhiệm về tính chính xác, trung thực của thông tin trong hồ sơ đăng ký."
"Điều 31 Luật Doanh nghiệp 2020 quy định: Cơ quan đăng ký kinh doanh có quyền từ chối hồ sơ đăng ký doanh nghiệp nếu hồ sơ không hợp lệ hoặc vi phạm quy định pháp luật.","Cơ quan đăng ký kinh doanh có quyền gì với hồ sơ không hợp lệ theo Điều 31 Luật Doanh nghiệp 2020?","Cơ quan đăng ký kinh doanh có quyền từ chối hồ sơ đăng ký doanh nghiệp nếu không hợp lệ hoặc vi phạm pháp luật."
"Điều 32 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp tư nhân là doanh nghiệp do một cá nhân làm chủ và chịu trách nhiệm vô hạn đối với mọi hoạt động kinh doanh.","Doanh nghiệp tư nhân được định nghĩa như thế nào theo Điều 32 Luật Doanh nghiệp 2020?","Doanh nghiệp tư nhân là doanh nghiệp do một cá nhân làm chủ và chịu trách nhiệm vô hạn."
"Điều 33 Luật Doanh nghiệp 2020 quy định: Chủ doanh nghiệp tư nhân có quyền quyết định mọi hoạt động kinh doanh và sử dụng lợi nhuận sau khi đã nộp thuế.","Chủ doanh nghiệp tư nhân có quyền gì theo Điều 33 Luật Doanh nghiệp 2020?","Chủ doanh nghiệp tư nhân có quyền quyết định mọi hoạt động kinh doanh và sử dụng lợi nhuận sau khi nộp thuế."
"Điều 34 Luật Doanh nghiệp 2020 quy định: Chủ doanh nghiệp tư nhân không được đồng thời là thành viên hợp danh trong công ty hợp danh hoặc chủ doanh nghiệp tư nhân khác.","Chủ doanh nghiệp tư nhân không được làm gì theo Điều 34 Luật Doanh nghiệp 2020?","Chủ doanh nghiệp tư nhân không được đồng thời là thành viên hợp danh trong công ty hợp danh hoặc chủ doanh nghiệp tư nhân khác."
"Điều 35 Luật Doanh nghiệp 2020 quy định: Doanh nghiệp tư nhân không có tư cách pháp nhân.","Doanh nghiệp tư nhân có tư cách pháp nhân không theo Điều 35 Luật Doanh nghiệp 2020?","Doanh nghiệp tư nhân không có tư cách pháp nhân."
"Điều 36 Luật Doanh nghiệp 2020 quy định: Công ty hợp danh là công ty có ít nhất hai thành viên hợp danh, cùng chịu trách nhiệm vô hạn, và có thể có thành viên góp vốn chịu trách nhiệm hữu hạn.","Công ty hợp danh được định nghĩa như thế nào theo Điều 36 Luật Doanh nghiệp 2020?","Công ty hợp danh là công ty có ít nhất hai thành viên hợp danh chịu trách nhiệm vô hạn và có thể có thành viên góp vốn chịu trách nhiệm hữu hạn."
"Điều 37 Luật Doanh nghiệp 2020 quy định: Thành viên hợp danh có quyền quản lý, điều hành hoạt động kinh doanh của công ty hợp danh.","Thành viên hợp danh có quyền gì theo Điều 37 Luật Doanh nghiệp 2020?","Thành viên hợp danh có quyền quản lý, điều hành hoạt động kinh doanh của công ty hợp danh."
"Điều 38 Luật Doanh nghiệp 2020 quy định: Thành viên góp vốn trong công ty hợp danh không được tham gia quản lý công ty và không được nhân danh công ty thực hiện hoạt động kinh doanh.","Thành viên góp vốn trong công ty hợp danh không được làm gì theo Điều 38 Luật Doanh nghiệp 2020?","Thành viên góp vốn không được tham gia quản lý công ty và không được nhân danh công ty thực hiện hoạt động kinh doanh."
"Điều 39 Luật Doanh nghiệp 2020 quy định: Công ty hợp danh có tư cách pháp nhân kể từ ngày được cấp Giấy chứng nhận đăng ký doanh nghiệp.","Công ty hợp danh có tư cách pháp nhân khi nào theo Điều 39 Luật Doanh nghiệp 2020?","Công ty hợp danh có tư cách pháp nhân kể từ ngày được cấp Giấy chứng nhận đăng ký doanh nghiệp."
"Điều 40 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn bao gồm công ty trách nhiệm hữu hạn một thành viên và công ty trách nhiệm hữu hạn hai thành viên trở lên.","Công ty trách nhiệm hữu hạn bao gồm những loại nào theo Điều 40 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn bao gồm công ty trách nhiệm hữu hạn một thành viên và công ty trách nhiệm hữu hạn hai thành viên trở lên."
"Điều 41 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn có tư cách pháp nhân và các thành viên chịu trách nhiệm trong phạm vi số vốn góp.","Công ty trách nhiệm hữu hạn có đặc điểm gì theo Điều 41 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn có tư cách pháp nhân và các thành viên chịu trách nhiệm trong phạm vi số vốn góp."
"Điều 42 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn một thành viên là công ty do một tổ chức hoặc cá nhân làm chủ sở hữu, chịu trách nhiệm trong phạm vi vốn điều lệ.","Công ty trách nhiệm hữu hạn một thành viên là gì theo Điều 42 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn một thành viên là công ty do một tổ chức hoặc cá nhân làm chủ sở hữu, chịu trách nhiệm trong phạm vi vốn điều lệ."
"Điều 43 Luật Doanh nghiệp 2020 quy định: Chủ sở hữu công ty trách nhiệm hữu hạn một thành viên có quyền quyết định mọi vấn đề liên quan đến hoạt động của công ty.","Chủ sở hữu công ty trách nhiệm hữu hạn một thành viên có quyền gì theo Điều 43 Luật Doanh nghiệp 2020?","Chủ sở hữu có quyền quyết định mọi vấn đề liên quan đến hoạt động của công ty trách nhiệm hữu hạn một thành viên."
"Điều 44 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn một thành viên không được phát hành cổ phần, trừ trường hợp để chuyển đổi thành công ty cổ phần.","Công ty trách nhiệm hữu hạn một thành viên có được phát hành cổ phần không theo Điều 44 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn một thành viên không được phát hành cổ phần, trừ khi chuyển đổi thành công ty cổ phần."
"Điều 45 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn hai thành viên trở lên có từ 2 đến 50 thành viên, chịu trách nhiệm trong phạm vi vốn góp.","Công ty trách nhiệm hữu hạn hai thành viên trở lên có đặc điểm gì theo Điều 45 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn hai thành viên trở lên có từ 2 đến 50 thành viên, chịu trách nhiệm trong phạm vi vốn góp."
"Điều 46 Luật Doanh nghiệp 2020 quy định: Hội đồng thành viên là cơ quan quyền lực cao nhất của công ty trách nhiệm hữu hạn hai thành viên trở lên.","Cơ quan quyền lực cao nhất của công ty trách nhiệm hữu hạn hai thành viên trở lên là gì theo Điều 46 Luật Doanh nghiệp 2020?","Hội đồng thành viên là cơ quan quyền lực cao nhất của công ty trách nhiệm hữu hạn hai thành viên trở lên."
"Điều 47 Luật Doanh nghiệp 2020 quy định: Công ty trách nhiệm hữu hạn hai thành viên trở lên không được phát hành cổ phần, trừ trường hợp để chuyển đổi thành công ty cổ phần.","Công ty trách nhiệm hữu hạn hai thành viên trở lên có được phát hành cổ phần không theo Điều 47 Luật Doanh nghiệp 2020?","Công ty trách nhiệm hữu hạn hai thành viên trở lên không được phát hành cổ phần, trừ khi chuyển đổi thành công ty cổ phần."
"Điều 48 Luật Doanh nghiệp 2020 quy định: Công ty cổ phần là công ty có vốn điều lệ được chia thành các phần bằng nhau gọi là cổ phần, cổ đông chịu trách nhiệm trong phạm vi số vốn góp.","Công ty cổ phần được định nghĩa như thế nào theo Điều 48 Luật Doanh nghiệp 2020?","Công ty cổ phần là công ty có vốn điều lệ chia thành cổ phần, cổ đông chịu trách nhiệm trong phạm vi số vốn góp."
"Điều 49 Luật Doanh nghiệp 2020 quy định: Công ty cổ phần có tư cách pháp nhân và có thể phát hành cổ phần, trái phiếu để huy động vốn.","Công ty cổ phần có đặc điểm gì về tư cách pháp nhân và huy động vốn theo Điều 49 Luật Doanh nghiệp 2020?","Công ty cổ phần có tư cách pháp nhân và có thể phát hành cổ phần, trái phiếu để huy động vốn."
"Điều 50 Luật Doanh nghiệp 2020 quy định: Đại hội đồng cổ đông là cơ quan quyền lực cao nhất của công ty cổ phần, có quyền quyết định các vấn đề quan trọng của công ty.","Cơ quan quyền lực cao nhất của công ty cổ phần là gì theo Điều 50 Luật Doanh nghiệp 2020?","Đại hội đồng cổ đông là cơ quan quyền lực cao nhất của công ty cổ phần."
