context,question,answer
"Điều 11 Luật Giao thông đường bộ 2008 quy định: Người đi bộ phải đi trên vỉa hè, nếu không có vỉa hè thì đi sát lề đường bên phải theo chiều đi.","Người đi bộ phải đi ở đâu theo quy định?","Người đi bộ phải đi trên vỉa hè hoặc sát lề đường bên phải nếu không có vỉa hè."
"Điều 12 Luật Giao thông đường bộ 2008 quy định: Người điều khiển xe cơ giới phải tuân thủ tốc độ, giữ khoảng cách an toàn với xe phía trước và chấp hành biển báo cự ly.","Quy định về tốc độ và khoảng cách khi điều khiển xe cơ giới là gì?","Người điều khiển xe cơ giới phải tuân thủ tốc độ, giữ khoảng cách an toàn và chấp hành biển báo cự ly."
"Điều 13 Luật Giao thông đường bộ 2008 quy định: Xe cơ giới, xe máy chuyên dùng phải nhường đường cho xe ưu tiên khi có tín hiệu ưu tiên.","Xe cơ giới phải nhường đường cho xe nào?","Xe cơ giới phải nhường đường cho xe ưu tiên khi có tín hiệu ưu tiên."
"Điều 14 Luật Giao thông đường bộ 2008 quy định: Xe vượt phải báo hiệu bằng đèn hoặc còi, vượt bên trái, trừ một số trường hợp được vượt bên phải.","Quy định về việc vượt xe là gì?","Xe vượt phải báo hiệu bằng đèn hoặc còi, vượt bên trái, trừ trường hợp được vượt bên phải."
"Điều 15 Luật Giao thông đường bộ 2008 quy định: Khi chuyển hướng, người điều khiển phương tiện phải báo hiệu, nhường đường cho xe ưu tiên và đảm bảo an toàn.","Quy định khi chuyển hướng phương tiện là gì?","Người điều khiển phương tiện phải báo hiệu, nhường đường cho xe ưu tiên và đảm bảo an toàn khi chuyển hướng."
"Điều 16 Luật Giao thông đường bộ 2008 quy định: Khi dừng, đỗ xe, người điều khiển phải báo hiệu, dừng sát lề đường bên phải và không gây cản trở giao thông.","Quy định khi dừng, đỗ xe trên đường bộ là gì?","Người điều khiển phải báo hiệu, dừng sát lề đường bên phải và không gây cản trở giao thông."
"Điều 17 Luật Giao thông đường bộ 2008 quy định: Người điều khiển xe thô sơ phải đi sát lề đường bên phải, không được gây cản trở giao thông.","Người điều khiển xe thô sơ phải đi như thế nào?","Người điều khiển xe thô sơ phải đi sát lề đường bên phải và không gây cản trở giao thông."
"Điều 18 Luật Giao thông đường bộ 2008 quy định: Khi dừng, đỗ xe trên đường, người điều khiển phải đặt biển báo hiệu nguy hiểm nếu xe chiếm phần đường xe chạy.","Quy định về biển báo khi dừng, đỗ xe là gì?","Người điều khiển phải đặt biển báo hiệu nguy hiểm nếu xe dừng, đỗ chiếm phần đường xe chạy."
"Điều 19 Luật Giao thông đường bộ 2008 quy định: Xe chở hàng phải đảm bảo hàng hóa được chằng buộc chắc chắn, không gây nguy hiểm cho người khác.","Quy định về chở hàng hóa trên phương tiện là gì?","Hàng hóa trên xe phải được chằng buộc chắc chắn, không gây nguy hiểm cho người khác."
"Điều 20 Luật Giao thông đường bộ 2008 quy định: Xe chở người phải đảm bảo số lượng người không vượt quá số chỗ quy định và phải có dây đai an toàn nếu bắt buộc.","Quy định về chở người trên phương tiện là gì?","Xe chở người không được vượt quá số chỗ quy định và phải có dây đai an toàn nếu bắt buộc."
"Điều 21 Luật Giao thông đường bộ 2008 quy định: Xe kéo rơ-moóc phải có tổng trọng lượng phù hợp với giấy chứng nhận kiểm định và không được chở người trên rơ-moóc.","Quy định về xe kéo rơ-moóc là gì?","Xe kéo rơ-moóc phải có tổng trọng lượng phù hợp và không được chở người trên rơ-moóc."
"Điều 22 Luật Giao thông đường bộ 2008 quy định: Xe ưu tiên bao gồm xe chữa cháy, xe quân sự, xe công an, xe cứu thương khi đang làm nhiệm vụ.","Những loại xe nào được coi là xe ưu tiên?","Xe ưu tiên bao gồm xe chữa cháy, xe quân sự, xe công an, xe cứu thương khi làm nhiệm vụ."
"Điều 23 Luật Giao thông đường bộ 2008 quy định: Xe ưu tiên phải có tín hiệu ưu tiên bằng còi, cờ hoặc đèn theo quy định khi làm nhiệm vụ.","Tín hiệu ưu tiên của xe ưu tiên là gì?","Xe ưu tiên phải có tín hiệu bằng còi, cờ hoặc đèn theo quy định khi làm nhiệm vụ."
"Điều 24 Luật Giao thông đường bộ 2008 quy định: Người điều khiển giao thông là cảnh sát giao thông hoặc người được giao nhiệm vụ hướng dẫn giao thông tại nơi thi công, ùn tắc.","Ai được coi là người điều khiển giao thông?","Người điều khiển giao thông là cảnh sát giao thông hoặc người được giao nhiệm vụ hướng dẫn giao thông."
"Điều 25 Luật Giao thông đường bộ 2008 quy định: Hiệu lệnh của người điều khiển giao thông có giá trị ưu tiên hơn đèn tín hiệu và biển báo.","Hiệu lệnh nào có giá trị ưu tiên hơn đèn tín hiệu và biển báo?","Hiệu lệnh của người điều khiển giao thông có giá trị ưu tiên hơn đèn tín hiệu và biển báo."
"Điều 26 Luật Giao thông đường bộ 2008 quy định: Đường bộ bao gồm đường, cầu, hầm, bến phà, và các công trình phụ trợ khác.","Đường bộ bao gồm những gì?","Đường bộ bao gồm đường, cầu, hầm, bến phà và các công trình phụ trợ khác."
"Điều 27 Luật Giao thông đường bộ 2008 quy định: Kết cấu hạ tầng giao thông đường bộ phải đảm bảo an toàn, thông suốt và phù hợp với quy chuẩn kỹ thuật.","Yêu cầu đối với kết cấu hạ tầng giao thông đường bộ là gì?","Kết cấu hạ tầng giao thông đường bộ phải đảm bảo an toàn, thông suốt và phù hợp quy chuẩn kỹ thuật."
"Điều 28 Luật Giao thông đường bộ 2008 quy định: Đường cao tốc chỉ dành cho xe cơ giới chạy với tốc độ cao, có dải phân cách và không giao nhau cùng mức với đường khác.","Đường cao tốc có đặc điểm gì?","Đường cao tốc dành cho xe cơ giới, có dải phân cách và không giao nhau cùng mức với đường khác."
"Điều 29 Luật Giao thông đường bộ 2008 quy định: Tổ chức, cá nhân sử dụng đường bộ phải trả phí sử dụng đường bộ theo quy định của pháp luật.","Ai phải trả phí sử dụng đường bộ?","Tổ chức, cá nhân sử dụng đường bộ phải trả phí theo quy định."
"Điều 30 Luật Giao thông đường bộ 2008 quy định: Công trình báo hiệu đường bộ bao gồm đèn tín hiệu, biển báo, cọc tiêu, vạch kẻ đường, và các thiết bị khác.","Công trình báo hiệu đường bộ bao gồm những gì?","Công trình báo hiệu đường bộ gồm đèn tín hiệu, biển báo, cọc tiêu, vạch kẻ đường và các thiết bị khác."
"Điều 31 Luật Giao thông đường bộ 2008 quy định: Công trình báo hiệu đường bộ phải được ưu tiên lắp đặt tại nơi giao nhau, khu đông dân cư hoặc nơi có nguy cơ tai nạn cao.","Công trình báo hiệu đường bộ được ưu tiên lắp đặt ở đâu?","Công trình báo hiệu đường bộ được ưu tiên lắp đặt tại nơi giao nhau, khu đông dân cư hoặc nơi có nguy cơ tai nạn cao."
"Điều 32 Luật Giao thông đường bộ 2008 quy định: Tổ chức, cá nhân muốn thi công trên đường bộ phải được cơ quan có thẩm quyền cho phép và đảm bảo an toàn giao thông.","Điều kiện để thi công trên đường bộ là gì?","Thi công trên đường bộ phải được cơ quan có thẩm quyền cho phép và đảm bảo an toàn giao thông."
"Điều 33 Luật Giao thông đường bộ 2008 quy định: Khi đường bộ bị ùn tắc, cơ quan có thẩm quyền phải tổ chức điều tiết giao thông để giải tỏa.","Ai có trách nhiệm điều tiết giao thông khi đường bộ bị ùn tắc?","Cơ quan có thẩm quyền phải tổ chức điều tiết giao thông khi đường bộ bị ùn tắc."
"Điều 34 Luật Giao thông đường bộ 2008 quy định: Phương tiện giao thông đường bộ phải được đăng ký và gắn biển số theo quy định của pháp luật.","Phương tiện giao thông đường bộ phải đáp ứng yêu cầu gì về đăng ký?","Phương tiện giao thông đường bộ phải được đăng ký và gắn biển số theo quy định."
"Điều 35 Luật Giao thông đường bộ 2008 quy định: Phương tiện giao thông đường bộ phải đảm bảo an toàn kỹ thuật và bảo vệ môi trường theo quy chuẩn.","Yêu cầu về an toàn kỹ thuật của phương tiện giao thông đường bộ là gì?","Phương tiện phải đảm bảo an toàn kỹ thuật và bảo vệ môi trường theo quy chuẩn."
"Điều 36 Luật Giao thông đường bộ 2008 quy định: Xe cơ giới phải được kiểm định định kỳ về an toàn kỹ thuật và bảo vệ môi trường.","Xe cơ giới phải được kiểm định định kỳ về những gì?","Xe cơ giới phải được kiểm định định kỳ về an toàn kỹ thuật và bảo vệ môi trường."
"Điều 37 Luật Giao thông đường bộ 2008 quy định: Xe máy chuyên dùng tham gia giao thông phải có chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường.","Xe máy chuyên dùng cần giấy tờ gì khi tham gia giao thông?","Xe máy chuyên dùng cần chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường."
"Điều 38 Luật Giao thông đường bộ 2008 quy định: Chủ phương tiện phải chịu trách nhiệm bảo đảm tình trạng kỹ thuật của phương tiện khi tham gia giao thông.","Ai chịu trách nhiệm về tình trạng kỹ thuật của phương tiện?","Chủ phương tiện chịu trách nhiệm bảo đảm tình trạng kỹ thuật của phương tiện."
"Điều 39 Luật Giao thông đường bộ 2008 quy định: Xe cơ giới phải có đủ đèn chiếu sáng, còi, gương chiếu hậu và các thiết bị an toàn khác theo quy định.","Xe cơ giới phải có những thiết bị an toàn nào?","Xe cơ giới phải có đèn chiếu sáng, còi, gương chiếu hậu và các thiết bị an toàn khác theo quy định."
"Điều 40 Luật Giao thông đường bộ 2008 quy định: Xe thô sơ phải có đèn, còi hoặc chuông, và phanh có hiệu lực khi tham gia giao thông.","Xe thô sơ cần có những thiết bị nào khi tham gia giao thông?","Xe thô sơ phải có đèn, còi hoặc chuông, và phanh có hiệu lực."
"Điều 41 Luật Giao thông đường bộ 2008 quy định: Người điều khiển xe mô tô, xe gắn máy phải đội mũ bảo hiểm có cài quai đúng quy cách.","Người điều khiển xe mô tô, xe gắn máy phải đội gì?","Người điều khiển xe mô tô, xe gắn máy phải đội mũ bảo hiểm có cài quai đúng quy cách."
"Điều 42 Luật Giao thông đường bộ 2008 quy định: Xe chở hàng nguy hiểm phải có giấy phép và tuân thủ quy định về vận chuyển hàng nguy hiểm.","Yêu cầu khi vận chuyển hàng nguy hiểm là gì?","Xe chở hàng nguy hiểm phải có giấy phép và tuân thủ quy định vận chuyển."
"Điều 43 Luật Giao thông đường bộ 2008 quy định: Vận chuyển động vật hoang dã phải tuân thủ quy định của pháp luật về bảo vệ động vật hoang dã.","Quy định về vận chuyển động vật hoang dã là gì?","Vận chuyển động vật hoang dã phải tuân thủ quy định của pháp luật về bảo vệ động vật hoang dã."
"Điều 44 Luật Giao thông đường bộ 2008 quy định: Kinh doanh vận tải đường bộ phải có giấy phép và đáp ứng các điều kiện theo quy định của pháp luật.","Điều kiện để kinh doanh vận tải đường bộ là gì?","Kinh doanh vận tải đường bộ phải có giấy phép và đáp ứng các điều kiện theo quy định."
"Điều 45 Luật Giao thông đường bộ 2008 quy định: Vận tải hành khách phải đảm bảo an toàn, đúng lịch trình và không chở quá số người quy định.","Yêu cầu đối với vận tải hành khách đường bộ là gì?","Vận tải hành khách phải đảm bảo an toàn, đúng lịch trình và không chở quá số người quy định."
"Điều 46 Luật Giao thông đường bộ 2008 quy định: Hành khách trên phương tiện vận tải phải tuân thủ quy định về an toàn và nội quy của phương tiện.","Hành khách trên phương tiện vận tải phải tuân thủ điều gì?","Hành khách phải tuân thủ quy định về an toàn và nội quy của phương tiện."
"Điều 47 Luật Giao thông đường bộ 2008 quy định: Vận tải hàng hóa phải đảm bảo an toàn, không làm hư hỏng hàng hóa và tuân thủ quy định pháp luật.","Quy định về vận tải hàng hóa đường bộ là gì?","Vận tải hàng hóa phải đảm bảo an toàn, không làm hư hỏng hàng hóa và tuân thủ pháp luật."
"Điều 48 Luật Giao thông đường bộ 2008 quy định: Doanh nghiệp vận tải phải chịu trách nhiệm bồi thường thiệt hại do lỗi của mình hoặc nhân viên gây ra.","Ai chịu trách nhiệm bồi thường thiệt hại trong vận tải đường bộ?","Doanh nghiệp vận tải chịu trách nhiệm bồi thường thiệt hại do lỗi của mình hoặc nhân viên."
"Điều 49 Luật Giao thông đường bộ 2008 quy định: Nhà nước khuyến khích phát triển vận tải hành khách công cộng để giảm phương tiện cá nhân ở các thành phố.","Chính sách về vận tải hành khách công cộng là gì?","Nhà nước khuyến khích phát triển vận tải hành khách công cộng để giảm phương tiện cá nhân."
"Điều 50 Luật Giao thông đường bộ 2008 quy định: Người điều khiển phương tiện phải có sức khỏe phù hợp với loại phương tiện và công việc điều khiển.","Yêu cầu về sức khỏe của người điều khiển phương tiện là gì?","Người điều khiển phương tiện phải có sức khỏe phù hợp với loại phương tiện và công việc."
"Điều 51 Luật Giao thông đường bộ 2008 quy định: Người điều khiển xe mô tô, xe gắn máy phải đủ 16 tuổi trở lên; người lái xe ô tô phải đủ 18 tuổi trở lên.","Độ tuổi tối thiểu để điều khiển xe mô tô và xe ô tô là bao nhiêu?","Người điều khiển xe mô tô phải đủ 16 tuổi, xe ô tô phải đủ 18 tuổi."
"Điều 52 Luật Giao thông đường bộ 2008 quy định: Người lái xe phải có giấy phép lái xe phù hợp với loại xe đang điều khiển.","Yêu cầu về giấy phép lái xe là gì?","Người lái xe phải có giấy phép lái xe phù hợp với loại xe đang điều khiển."
"Điều 53 Luật Giao thông đường bộ 2008 quy định: Người điều khiển xe máy chuyên dùng phải có chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ.","Người điều khiển xe máy chuyên dùng cần chứng chỉ gì?","Người điều khiển xe máy chuyên dùng cần chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông."
"Điều 54 Luật Giao thông đường bộ 2008 quy định: Tổ chức, cá nhân đào tạo lái xe phải có giấy phép và đáp ứng các điều kiện theo quy định.","Điều kiện để đào tạo lái xe là gì?","Tổ chức, cá nhân đào tạo lái xe phải có giấy phép và đáp ứng các điều kiện theo quy định."
"Điều 55 Luật Giao thông đường bộ 2008 quy định: Xe cơ giới phải có giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường còn hiệu lực.","Xe cơ giới cần giấy tờ gì về kiểm định?","Xe cơ giới cần giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường còn hiệu lực."
"Điều 56 Luật Giao thông đường bộ 2008 quy định: Cơ quan đăng kiểm phải chịu trách nhiệm về kết quả kiểm định phương tiện.","Ai chịu trách nhiệm về kết quả kiểm định phương tiện?","Cơ quan đăng kiểm chịu trách nhiệm về kết quả kiểm định phương tiện."
"Điều 57 Luật Giao thông đường bộ 2008 quy định: Xe cơ giới không đạt tiêu chuẩn an toàn kỹ thuật và bảo vệ môi trường không được phép tham gia giao thông.","Xe cơ giới nào không được tham gia giao thông?","Xe cơ giới không đạt tiêu chuẩn an toàn kỹ thuật và bảo vệ môi trường không được tham gia giao thông."
"Điều 58 Luật Giao thông đường bộ 2008 quy định: Người lái xe phải mang giấy đăng ký xe, giấy phép lái xe, giấy chứng nhận kiểm định và bảo hiểm trách nhiệm dân sự.","Người lái xe phải mang những giấy tờ gì?","Người lái xe phải mang giấy đăng ký xe, giấy phép lái xe, giấy chứng nhận kiểm định và bảo hiểm trách nhiệm dân sự."
"Điều 59 Luật Giao thông đường bộ 2008 quy định: Giấy phép lái xe được cấp theo hạng, phù hợp với loại xe và số chỗ ngồi của phương tiện.","Giấy phép lái xe được cấp theo tiêu chí nào?","Giấy phép lái xe được cấp theo hạng, phù hợp với loại xe và số chỗ ngồi."
"Điều 60 Luật Giao thông đường bộ 2008 quy định: Tuổi tối đa của người lái xe ô tô chở người trên 30 chỗ là 55 tuổi đối với nam và 50 tuổi đối với nữ.","Tuổi tối đa của người lái xe ô tô chở người trên 30 chỗ là bao nhiêu?","Tuổi tối đa là 55 tuổi đối với nam và 50 tuổi đối với nữ."
"Điều 61 Luật Giao thông đường bộ 2008 quy định: Người lái xe phải được kiểm tra sức khỏe định kỳ theo quy định của pháp luật.","Người lái xe phải kiểm tra sức khỏe khi nào?","Người lái xe phải kiểm tra sức khỏe định kỳ theo quy định."
"Điều 62 Luật Giao thông đường bộ 2008 quy định: Người học lái xe phải học lý thuyết, thực hành lái xe và thi sát hạch để được cấp giấy phép lái xe.","Yêu cầu để được cấp giấy phép lái xe là gì?","Người học lái xe phải học lý thuyết, thực hành và thi sát hạch."
"Điều 63 Luật Giao thông đường bộ 2008 quy định: Giấy phép lái xe có thể bị thu hồi nếu người lái xe vi phạm nghiêm trọng quy định về giao thông đường bộ.","Khi nào giấy phép lái xe có thể bị thu hồi?","Giấy phép lái xe có thể bị thu hồi nếu người lái xe vi phạm nghiêm trọng quy định giao thông."
"Điều 64 Luật Giao thông đường bộ 2008 quy định: Tổ chức, cá nhân vi phạm pháp luật giao thông đường bộ phải chịu trách nhiệm hành chính, dân sự hoặc hình sự.","Hậu quả pháp lý của việc vi phạm pháp luật giao thông là gì?","Vi phạm pháp luật giao thông phải chịu trách nhiệm hành chính, dân sự hoặc hình sự."
"Điều 65 Luật Giao thông đường bộ 2008 quy định: Cảnh sát giao thông có quyền xử phạt vi phạm hành chính về giao thông đường bộ theo quy định.","Ai có quyền xử phạt vi phạm hành chính về giao thông đường bộ?","Cảnh sát giao thông có quyền xử phạt vi phạm hành chính về giao thông đường bộ."
"Điều 66 Luật Giao thông đường bộ 2008 quy định: Cảnh sát giao thông có quyền dừng phương tiện để kiểm tra giấy tờ và xử lý vi phạm.","Cảnh sát giao thông có quyền gì khi kiểm tra phương tiện?","Cảnh sát giao thông có quyền dừng phương tiện để kiểm tra giấy tờ và xử lý vi phạm."
"Điều 67 Luật Giao thông đường bộ 2008 quy định: Người vi phạm giao thông phải chấp hành lệnh kiểm tra, kiểm soát của cảnh sát giao thông.","Người vi phạm giao thông phải làm gì khi bị kiểm tra?","Người vi phạm phải chấp hành lệnh kiểm tra, kiểm soát của cảnh sát giao thông."
"Điều 68 Luật Giao thông đường bộ 2008 quy định: Cơ quan quản lý đường bộ có trách nhiệm tổ chức, quản lý và bảo trì đường bộ.","Ai có trách nhiệm quản lý và bảo trì đường bộ?","Cơ quan quản lý đường bộ có trách nhiệm tổ chức, quản lý và bảo trì đường bộ."
"Điều 69 Luật Giao thông đường bộ 2008 quy định: Bộ Giao thông vận tải chịu trách nhiệm quản lý nhà nước về giao thông đường bộ trên phạm vi cả nước.","Ai chịu trách nhiệm quản lý nhà nước về giao thông đường bộ?","Bộ Giao thông vận tải chịu trách nhiệm quản lý nhà nước về giao thông đường bộ."
"Điều 70 Luật Giao thông đường bộ 2008 quy định: Ủy ban nhân dân các cấp có trách nhiệm quản lý giao thông đường bộ trong phạm vi địa phương.","Ủy ban nhân dân các cấp có trách nhiệm gì về giao thông đường bộ?","Ủy ban nhân dân các cấp có trách nhiệm quản lý giao thông đường bộ trong phạm vi địa phương."
"Điều 71 Luật Giao thông đường bộ 2008 quy định: Bộ Công an chịu trách nhiệm phối hợp với Bộ Giao thông vận tải trong quản lý an toàn giao thông đường bộ.","Bộ Công an có trách nhiệm gì trong quản lý giao thông đường bộ?","Bộ Công an phối hợp với Bộ Giao thông vận tải trong quản lý an toàn giao thông đường bộ."
"Điều 72 Luật Giao thông đường bộ 2008 quy định: Bộ Quốc phòng chịu trách nhiệm quản lý phương tiện quân sự tham gia giao thông đường bộ.","Ai quản lý phương tiện quân sự tham gia giao thông đường bộ?","Bộ Quốc phòng quản lý phương tiện quân sự tham gia giao thông đường bộ."
"Điều 73 Luật Giao thông đường bộ 2008 quy định: Cơ quan, tổ chức, cá nhân có trách nhiệm phối hợp với cơ quan quản lý giao thông trong đảm bảo an toàn giao thông.","Ai có trách nhiệm phối hợp đảm bảo an toàn giao thông?","Cơ quan, tổ chức, cá nhân có trách nhiệm phối hợp với cơ quan quản lý giao thông."
"Điều 74 Luật Giao thông đường bộ 2008 quy định: Chính phủ ban hành quy định chi tiết về quản lý, sử dụng và bảo trì đường bộ.","Ai ban hành quy định chi tiết về quản lý đường bộ?","Chính phủ ban hành quy định chi tiết về quản lý, sử dụng và bảo trì đường bộ."
"Điều 75 Luật Giao thông đường bộ 2008 quy định: Bộ trưởng Bộ Giao thông vận tải quy định về tốc độ xe và đặt biển báo tốc độ trên các tuyến quốc lộ.","Ai quy định về tốc độ xe trên quốc lộ?","Bộ trưởng Bộ Giao thông vận tải quy định về tốc độ xe và đặt biển báo tốc độ trên quốc lộ."
"Điều 76 Luật Giao thông đường bộ 2008 quy định: Chủ tịch Ủy ban nhân dân cấp tỉnh tổ chức đặt biển báo tốc độ trên các tuyến đường do địa phương quản lý.","Ai tổ chức đặt biển báo tốc độ trên đường địa phương?","Chủ tịch Ủy ban nhân dân cấp tỉnh tổ chức đặt biển báo tốc độ trên đường địa phương."
"Điều 77 Luật Giao thông đường bộ 2008 quy định: Bộ Giao thông vận tải quy định về đào tạo, sát hạch và cấp giấy phép lái xe.","Ai quy định về đào tạo và cấp giấy phép lái xe?","Bộ Giao thông vận tải quy định về đào tạo, sát hạch và cấp giấy phép lái xe."
"Điều 78 Luật Giao thông đường bộ 2008 quy định: Bộ Giao thông vận tải quy định về kiểm định an toàn kỹ thuật và bảo vệ môi trường của phương tiện.","Ai quy định về kiểm định an toàn kỹ thuật của phương tiện?","Bộ Giao thông vận tải quy định về kiểm định an toàn kỹ thuật và bảo vệ môi trường."
"Điều 79 Luật Giao thông đường bộ 2008 quy định: Bộ Công an quy định về đăng ký, cấp biển số phương tiện giao thông đường bộ.","Ai quy định về đăng ký và cấp biển số phương tiện?","Bộ Công an quy định về đăng ký và cấp biển số phương tiện giao thông."
"Điều 80 Luật Giao thông đường bộ 2008 quy định: Bộ Tài chính quy định về phí sử dụng đường bộ và các loại phí liên quan đến giao thông đường bộ.","Ai quy định về phí sử dụng đường bộ?","Bộ Tài chính quy định về phí sử dụng đường bộ và các loại phí liên quan."
"Điều 81 Luật Giao thông đường bộ 2008 quy định: Bộ Giao thông vận tải phối hợp với các bộ, ngành liên quan xây dựng quy hoạch giao thông đường bộ.","Ai chịu trách nhiệm xây dựng quy hoạch giao thông đường bộ?","Bộ Giao thông vận tải phối hợp với các bộ, ngành xây dựng quy hoạch giao thông đường bộ."
"Điều 82 Luật Giao thông đường bộ 2008 quy định: Chính phủ tổ chức thực hiện chính sách ưu tiên phát triển vận tải hành khách công cộng.","Ai tổ chức thực hiện chính sách phát triển vận tải hành khách công cộng?","Chính phủ tổ chức thực hiện chính sách ưu tiên phát triển vận tải hành khách công cộng."
"Điều 83 Luật Giao thông đường bộ 2008 quy định: Các cơ quan, tổ chức, cá nhân có trách nhiệm tuyên truyền, phổ biến pháp luật về giao thông đường bộ.","Ai có trách nhiệm tuyên truyền pháp luật về giao thông đường bộ?","Các cơ quan, tổ chức, cá nhân có trách nhiệm tuyên truyền pháp luật về giao thông đường bộ."
"Điều 84 Luật Giao thông đường bộ 2008 quy định: Người nước ngoài điều khiển phương tiện tại Việt Nam phải có giấy phép lái xe quốc tế hoặc quốc gia được Việt Nam công nhận.","Người nước ngoài điều khiển phương tiện tại Việt Nam cần giấy phép gì?","Người nước ngoài cần giấy phép lái xe quốc tế hoặc quốc gia được Việt Nam công nhận."
"Điều 85 Luật Giao thông đường bộ 2008 quy định: Phương tiện giao thông đường bộ của người nước ngoài phải được đăng ký tạm thời theo quy định.","Phương tiện của người nước ngoài tham gia giao thông cần gì?","Phương tiện của người nước ngoài phải được đăng ký tạm thời theo quy định."
"Điều 86 Luật Giao thông đường bộ 2008 quy định: Các hiệp định, thỏa thuận quốc tế về giao thông đường bộ mà Việt Nam tham gia được áp dụng nếu không trái với luật Việt Nam.","Hiệp định quốc tế về giao thông đường bộ được áp dụng khi nào?","Hiệp định quốc tế được áp dụng nếu không trái với luật Việt Nam."
