context,question,answer
"Điều 367 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào tổ chức cho người khác trốn khỏi nơi giam giữ thì bị phạt tù từ 3 năm đến 7 năm.","Tội tổ chức cho người khác trốn khỏi nơi giam giữ bị phạt như thế nào?","Tổ chức cho người khác trốn khỏi nơi giam giữ bị phạt tù từ 3 năm đến 7 năm."
"Điều 368 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người bị giam giữ mà trốn khỏi nơi giam giữ thì bị phạt tù từ 6 tháng đến 5 năm.","Người bị giam giữ trốn khỏi nơi giam giữ bị phạt như thế nào?","Người bị giam giữ trốn khỏi nơi giam giữ bị phạt tù từ 6 tháng đến 5 năm."
"Điều 369 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào dùng vũ lực hoặc thủ đoạn khác để giải cứu người bị giam giữ thì bị phạt tù từ 2 năm đến 7 năm.","Hành vi giải cứu người bị giam giữ bị phạt như thế nào?","Dùng vũ lực hoặc thủ đoạn để giải cứu người bị giam giữ bị phạt tù từ 2 năm đến 7 năm."
"Điều 370 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý không chấp hành lệnh bắt, áp giải, quản chế thì bị phạt tù từ 6 tháng đến 3 năm.","Tội không chấp hành lệnh bắt, áp giải bị phạt như thế nào?","Cố ý không chấp hành lệnh bắt, áp giải, quản chế bị phạt tù từ 6 tháng đến 3 năm."
"Điều 371 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn bức cung hoặc dùng nhục hình trong tố tụng thì bị phạt tù từ 1 năm đến 7 năm.","Tội bức cung hoặc dùng nhục hình bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn bức cung hoặc dùng nhục hình bị phạt tù từ 1 năm đến 7 năm."
"Điều 372 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn truy tố người không có tội thì bị phạt tù từ 1 năm đến 7 năm.","Tội truy tố người không có tội bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn truy tố người không có tội bị phạt tù từ 1 năm đến 7 năm."
"Điều 373 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn xét xử trái pháp luật thì bị phạt tù từ 1 năm đến 7 năm.","Hành vi xét xử trái pháp luật bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn xét xử trái pháp luật bị phạt tù từ 1 năm đến 7 năm."
"Điều 374 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn ra quyết định tha tù trái pháp luật thì bị phạt tù từ 3 năm đến 10 năm.","Tội ra quyết định tha tù trái pháp luật bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn ra quyết định tha tù trái pháp luật bị phạt tù từ 3 năm đến 10 năm."
"Điều 375 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn làm trái quy định trong quản lý người bị giam giữ thì bị phạt tù từ 1 năm đến 5 năm.","Hành vi làm trái quy định trong quản lý người bị giam giữ bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn làm trái quy định trong quản lý người bị giam giữ bị phạt tù từ 1 năm đến 5 năm."
"Điều 376 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn làm sai lệch hồ sơ vụ án thì bị phạt tù từ 3 năm đến 10 năm.","Tội làm sai lệch hồ sơ vụ án bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn làm sai lệch hồ sơ vụ án bị phạt tù từ 3 năm đến 10 năm."
"Điều 377 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý vi phạm quy định về quản lý tài sản bị tạm giữ, tịch thu thì bị phạt tù từ 1 năm đến 7 năm.","Hành vi vi phạm quản lý tài sản tạm giữ, tịch thu bị phạt như thế nào?","Cố ý vi phạm quy định về quản lý tài sản bị tạm giữ, tịch thu bị phạt tù từ 1 năm đến 7 năm."
"Điều 378 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý tiêu hủy, làm hư hỏng tài sản bị tạm giữ, tịch thu thì bị phạt tù từ 1 năm đến 5 năm.","Tội tiêu hủy tài sản bị tạm giữ bị phạt như thế nào?","Cố ý tiêu hủy, làm hư hỏng tài sản bị tạm giữ, tịch thu bị phạt tù từ 1 năm đến 5 năm."
"Điều 379 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý làm lộ bí mật công tác trong tố tụng hình sự thì bị phạt tù từ 1 năm đến 5 năm.","Tội làm lộ bí mật công tác trong tố tụng bị phạt như thế nào?","Cố ý làm lộ bí mật công tác trong tố tụng hình sự bị phạt tù từ 1 năm đến 5 năm."
"Điều 380 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào lợi dụng chức vụ, quyền hạn cố ý làm trái quy định về thi hành án hình sự thì bị phạt tù từ 1 năm đến 5 năm.","Hành vi làm trái quy định về thi hành án hình sự bị phạt như thế nào?","Lợi dụng chức vụ, quyền hạn làm trái quy định về thi hành án hình sự bị phạt tù từ 1 năm đến 5 năm."
"Điều 381 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý không chấp hành yêu cầu điều tra, truy tố, xét xử của cơ quan có thẩm quyền thì bị phạt tù từ 6 tháng đến 3 năm.","Tội không chấp hành yêu cầu điều tra, xét xử bị phạt như thế nào?","Cố ý không chấp hành yêu cầu điều tra, truy tố, xét xử bị phạt tù từ 6 tháng đến 3 năm."
"Điều 382 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý đưa hối lộ để cản trở hoạt động điều tra, truy tố, xét xử thì bị phạt tù từ 2 năm đến 7 năm.","Hành vi đưa hối lộ trong tố tụng bị phạt như thế nào?","Cố ý đưa hối lộ để cản trở hoạt động điều tra, truy tố, xét xử bị phạt tù từ 2 năm đến 7 năm."
"Điều 383 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào nhận hối lộ trong hoạt động điều tra, truy tố, xét xử thì bị phạt tù từ 7 năm đến 15 năm.","Tội nhận hối lộ trong tố tụng bị phạt như thế nào?","Nhận hối lộ trong hoạt động điều tra, truy tố, xét xử bị phạt tù từ 7 năm đến 15 năm."
"Điều 384 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào môi giới hối lộ trong tố tụng hình sự thì bị phạt tù từ 6 tháng đến 5 năm.","Tội môi giới hối lộ trong tố tụng bị phạt như thế nào?","Môi giới hối lộ trong tố tụng hình sự bị phạt tù từ 6 tháng đến 5 năm."
"Điều 385 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào làm giả con dấu, tài liệu của cơ quan, tổ chức để sử dụng trong tố tụng thì bị phạt tù từ 1 năm đến 7 năm.","Hành vi làm giả con dấu, tài liệu trong tố tụng bị phạt như thế nào?","Làm giả con dấu, tài liệu của cơ quan, tổ chức để sử dụng trong tố tụng bị phạt tù từ 1 năm đến 7 năm."
"Điều 386 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý chiếm đoạt, sử dụng trái phép con dấu, tài liệu của cơ quan, tổ chức thì bị phạt tù từ 6 tháng đến 3 năm.","Tội chiếm đoạt con dấu, tài liệu bị phạt như thế nào?","Cố ý chiếm đoạt, sử dụng trái phép con dấu, tài liệu của cơ quan, tổ chức bị phạt tù từ 6 tháng đến 3 năm."
"Điều 387 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý vi phạm quy định về quản lý vũ khí, vật liệu nổ, công cụ hỗ trợ thì bị phạt tù từ 1 năm đến 7 năm.","Hành vi vi phạm quy định về quản lý vũ khí bị phạt như thế nào?","Cố ý vi phạm quy định về quản lý vũ khí, vật liệu nổ, công cụ hỗ trợ bị phạt tù từ 1 năm đến 7 năm."
"Điều 388 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào sản xuất, tàng trữ, vận chuyển, sử dụng trái phép vũ khí, vật liệu nổ thì bị phạt tù từ 1 năm đến 7 năm.","Tội sản xuất, tàng trữ trái phép vũ khí bị phạt như thế nào?","Sản xuất, tàng trữ, vận chuyển, sử dụng trái phép vũ khí, vật liệu nổ bị phạt tù từ 1 năm đến 7 năm."
"Điều 389 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào vi phạm quy định về quản lý công cụ hỗ trợ gây hậu quả nghiêm trọng thì bị phạt tù từ 6 tháng đến 3 năm.","Hành vi vi phạm quản lý công cụ hỗ trợ bị phạt như thế nào?","Vi phạm quy định về quản lý công cụ hỗ trợ gây hậu quả nghiêm trọng bị phạt tù từ 6 tháng đến 3 năm."
"Điều 390 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý vi phạm quy định về quản lý chất cháy, chất độc thì bị phạt tù từ 1 năm đến 5 năm.","Tội vi phạm quản lý chất cháy, chất độc bị phạt như thế nào?","Cố ý vi phạm quy định về quản lý chất cháy, chất độc bị phạt tù từ 1 năm đến 5 năm."
"Điều 391 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào sản xuất, buôn bán, vận chuyển trái phép chất cháy, chất độc thì bị phạt tù từ 2 năm đến 7 năm.","Hành vi buôn bán trái phép chất cháy, chất độc bị phạt như thế nào?","Sản xuất, buôn bán, vận chuyển trái phép chất cháy, chất độc bị phạt tù từ 2 năm đến 7 năm."
"Điều 392 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý phá hoại phương tiện bảo vệ an ninh, trật tự thì bị phạt tù từ 1 năm đến 5 năm.","Tội phá hoại phương tiện bảo vệ an ninh bị phạt như thế nào?","Cố ý phá hoại phương tiện bảo vệ an ninh, trật tự bị phạt tù từ 1 năm đến 5 năm."
"Điều 393 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào tổ chức, xúi giục người khác xuất cảnh, nhập cảnh trái phép thì bị phạt tù từ 1 năm đến 7 năm.","Hành vi tổ chức xuất cảnh trái phép bị phạt như thế nào?","Tổ chức, xúi giục người khác xuất cảnh, nhập cảnh trái phép bị phạt tù từ 1 năm đến 7 năm."
"Điều 394 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào xuất cảnh, nhập cảnh trái phép thì bị phạt tù từ 6 tháng đến 3 năm.","Tội xuất cảnh, nhập cảnh trái phép bị phạt như thế nào?","Xuất cảnh, nhập cảnh trái phép bị phạt tù từ 6 tháng đến 3 năm."
"Điều 395 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào ở lại Việt Nam trái phép sau khi hết thời hạn được phép thì bị phạt tiền từ 5 triệu đến 30 triệu đồng hoặc phạt tù từ 3 tháng đến 2 năm.","Hành vi ở lại Việt Nam trái phép bị phạt như thế nào?","Ở lại Việt Nam trái phép sau khi hết thời hạn bị phạt tiền từ 5 triệu đến 30 triệu đồng hoặc phạt tù từ 3 tháng đến 2 năm."
"Điều 396 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào vi phạm quy định về quản lý xuất nhập cảnh gây hậu quả nghiêm trọng thì bị phạt tù từ 1 năm đến 5 năm.","Tội vi phạm quản lý xuất nhập cảnh bị phạt như thế nào?","Vi phạm quy định về quản lý xuất nhập cảnh gây hậu quả nghiêm trọng bị phạt tù từ 1 năm đến 5 năm."
"Điều 397 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý vi phạm quy định về kiểm soát biên giới thì bị phạt tù từ 1 năm đến 5 năm.","Hành vi vi phạm kiểm soát biên giới bị phạt như thế nào?","Cố ý vi phạm quy định về kiểm soát biên giới bị phạt tù từ 1 năm đến 5 năm."
"Điều 398 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý xâm phạm mốc giới quốc gia thì bị phạt tù từ 1 năm đến 5 năm.","Tội xâm phạm mốc giới quốc gia bị phạt như thế nào?","Cố ý xâm phạm mốc giới quốc gia bị phạt tù từ 1 năm đến 5 năm."
"Điều 399 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào cố ý xâm phạm lãnh thổ Việt Nam thì bị phạt tù từ 1 năm đến 7 năm.","Hành vi xâm phạm lãnh thổ Việt Nam bị phạt như thế nào?","Cố ý xâm phạm lãnh thổ Việt Nam bị phạt tù từ 1 năm đến 7 năm."
"Điều 400 Bộ luật Hình sự 2015 (sửa đổi 2017) quy định: Người nào tổ chức, xúi giục người khác xâm phạm lãnh thổ Việt Nam thì bị phạt tù từ 7 năm đến 15 năm.","Tội tổ chức xâm phạm lãnh thổ Việt Nam bị phạt như thế nào?","Tổ chức, xúi giục người khác xâm phạm lãnh thổ Việt Nam bị phạt tù từ 7 năm đến 15 năm."
