context,question,answer
"Điều 411 Bộ luật Dân sự 2015 quy định: Thời hạn bảo hành tài sản do các bên thỏa thuận; nếu không có thỏa thuận, thời hạn bảo hành được xác định theo quy định của pháp luật.","Thời hạn bảo hành tài sản được xác định như thế nào theo Điều 411 Bộ luật Dân sự 2015?","Thời hạn bảo hành tài sản do các bên thỏa thuận, nếu không có thỏa thuận thì theo quy định của pháp luật."
"Điều 412 Bộ luật Dân sự 2015 quy định: Bên mua có quyền từ chối nhận tài sản nếu tài sản không đúng chủng loại, chất lượng hoặc số lượng đã thỏa thuận.","Bên mua có quyền gì nếu tài sản không đúng thỏa thuận theo Điều 412 Bộ luật Dân sự 2015?","Bên mua có quyền từ chối nhận tài sản nếu tài sản không đúng chủng loại, chất lượng hoặc số lượng đã thỏa thuận."
"Điều 413 Bộ luật Dân sự 2015 quy định: Hợp đồng mua bán tài sản có thể bị hủy bỏ nếu một bên vi phạm nghiêm trọng nghĩa vụ hợp đồng, gây thiệt hại cho bên kia.","Khi nào hợp đồng mua bán tài sản có thể bị hủy bỏ theo Điều 413 Bộ luật Dân sự 2015?","Hợp đồng mua bán tài sản có thể bị hủy bỏ nếu một bên vi phạm nghiêm trọng nghĩa vụ, gây thiệt hại cho bên kia."
"Điều 414 Bộ luật Dân sự 2015 quy định: Hợp đồng mua bán nhà ở, quyền sử dụng đất phải tuân theo quy định của pháp luật về nhà ở và pháp luật về đất đai.","Hợp đồng mua bán nhà ở, quyền sử dụng đất phải tuân theo quy định nào theo Điều 414 Bộ luật Dân sự 2015?","Hợp đồng mua bán nhà ở, quyền sử dụng đất phải tuân theo pháp luật về nhà ở và đất đai."
"Điều 415 Bộ luật Dân sự 2015 quy định: Hợp đồng mua bán tài sản là quyền tài sản phải tuân theo quy định của pháp luật về quyền tài sản.","Hợp đồng mua bán quyền tài sản phải tuân theo quy định nào theo Điều 415 Bộ luật Dân sự 2015?","Hợp đồng mua bán quyền tài sản phải tuân theo quy định của pháp luật về quyền tài sản."
"Điều 416 Bộ luật Dân sự 2015 quy định: Hợp đồng trao đổi tài sản là hợp đồng mà mỗi bên chuyển giao quyền sở hữu tài sản của mình cho bên kia và nhận tài sản tương ứng.","Hợp đồng trao đổi tài sản là gì theo Điều 416 Bộ luật Dân sự 2015?","Hợp đồng trao đổi tài sản là hợp đồng mà mỗi bên chuyển giao quyền sở hữu tài sản của mình cho bên kia và nhận tài sản tương ứng."
"Điều 417 Bộ luật Dân sự 2015 quy định: Giá trị tài sản trong hợp đồng trao đổi do các bên thỏa thuận; nếu giá trị không ngang nhau, một bên phải thanh toán phần chênh lệch.","Giá trị tài sản trong hợp đồng trao đổi được xác định như thế nào theo Điều 417 Bộ luật Dân sự 2015?","Giá trị tài sản trong hợp đồng trao đổi do các bên thỏa thuận, nếu không ngang nhau thì thanh toán phần chênh lệch."
"Điều 418 Bộ luật Dân sự 2015 quy định: Các bên trong hợp đồng trao đổi tài sản có quyền và nghĩa vụ như bên mua và bên bán trong hợp đồng mua bán tài sản.","Quyền và nghĩa vụ của các bên trong hợp đồng trao đổi tài sản được xác định như thế nào theo Điều 418 Bộ luật Dân sự 2015?","Các bên trong hợp đồng trao đổi tài sản có quyền và nghĩa vụ như bên mua và bên bán trong hợp đồng mua bán tài sản."
"Điều 419 Bộ luật Dân sự 2015 quy định: Hợp đồng tặng cho tài sản là hợp đồng mà bên tặng cho giao tài sản của mình cho bên được tặng cho mà không yêu cầu đền bù, bên được tặng cho nhận tài sản và trở thành chủ sở hữu.","Hợp đồng tặng cho tài sản là gì theo Điều 419 Bộ luật Dân sự 2015?","Hợp đồng tặng cho tài sản là hợp đồng mà bên tặng cho giao tài sản không yêu cầu đền bù, bên được tặng cho nhận và trở thành chủ sở hữu."
"Điều 420 Bộ luật Dân sự 2015 quy định: Hợp đồng tặng cho tài sản có điều kiện là hợp đồng mà bên được tặng cho phải thực hiện một hoặc một số nghĩa vụ trước hoặc sau khi nhận tài sản.","Hợp đồng tặng cho tài sản có điều kiện là gì theo Điều 420 Bộ luật Dân sự 2015?","Hợp đồng tặng cho tài sản có điều kiện là hợp đồng mà bên được tặng cho phải thực hiện nghĩa vụ trước hoặc sau khi nhận tài sản."
"Điều 421 Bộ luật Dân sự 2015 quy định: Bên tặng cho có quyền yêu cầu bên được tặng cho thực hiện nghĩa vụ nếu hợp đồng tặng cho có điều kiện; nếu không thực hiện, bên tặng cho có quyền đòi lại tài sản.","Bên tặng cho có quyền gì trong hợp đồng tặng cho có điều kiện theo Điều 421 Bộ luật Dân sự 2015?","Bên tặng cho có quyền yêu cầu thực hiện nghĩa vụ hoặc đòi lại tài sản nếu bên được tặng cho không thực hiện nghĩa vụ."
"Điều 422 Bộ luật Dân sự 2015 quy định: Hợp đồng tặng cho quyền sử dụng đất, nhà ở hoặc tài sản khác phải tuân theo quy định của pháp luật về đất đai, nhà ở.","Hợp đồng tặng cho quyền sử dụng đất, nhà ở phải tuân theo quy định nào theo Điều 422 Bộ luật Dân sự 2015?","Hợp đồng tặng cho quyền sử dụng đất, nhà ở phải tuân theo pháp luật về đất đai, nhà ở."
"Điều 423 Bộ luật Dân sự 2015 quy định: Bên được tặng cho tài sản có quyền từ chối nhận tài sản; việc từ chối phải được lập thành văn bản và thông báo cho bên tặng cho.","Bên được tặng cho có quyền gì theo Điều 423 Bộ luật Dân sự 2015?","Bên được tặng cho có quyền từ chối nhận tài sản, phải lập văn bản và thông báo cho bên tặng cho."
"Điều 424 Bộ luật Dân sự 2015 quy định: Hợp đồng vay tài sản là hợp đồng mà bên cho vay giao tài sản cho bên vay, bên vay phải hoàn trả tài sản cùng loại hoặc tiền khi đến hạn.","Hợp đồng vay tài sản là gì theo Điều 424 Bộ luật Dân sự 2015?","Hợp đồng vay tài sản là hợp đồng mà bên cho vay giao tài sản, bên vay phải hoàn trả tài sản cùng loại hoặc tiền khi đến hạn."
"Điều 425 Bộ luật Dân sự 2015 quy định: Hợp đồng vay không kỳ hạn và không có lãi suất là hợp đồng mà bên vay có thể hoàn trả bất cứ lúc nào, bên cho vay có thể yêu cầu hoàn trả bất cứ lúc nào nhưng phải báo trước hợp lý.","Hợp đồng vay không kỳ hạn, không lãi suất có đặc điểm gì theo Điều 425 Bộ luật Dân sự 2015?","Bên vay có thể hoàn trả bất cứ lúc nào, bên cho vay có thể yêu cầu hoàn trả bất cứ lúc nào nhưng phải báo trước hợp lý."
"Điều 426 Bộ luật Dân sự 2015 quy định: Hợp đồng vay có kỳ hạn và không có lãi suất là hợp đồng mà bên vay phải hoàn trả tài sản đúng thời hạn đã thỏa thuận.","Bên vay có nghĩa vụ gì trong hợp đồng vay có kỳ hạn, không lãi suất theo Điều 426 Bộ luật Dân sự 2015?","Bên vay phải hoàn trả tài sản đúng thời hạn đã thỏa thuận trong hợp đồng vay có kỳ hạn, không lãi suất."
"Điều 427 Bộ luật Dân sự 2015 quy định: Hợp đồng vay có lãi suất phải ghi rõ lãi suất trong hợp đồng; lãi suất không được vượt quá mức lãi suất tối đa do pháp luật quy định.","Lãi suất trong hợp đồng vay được quy định như thế nào theo Điều 427 Bộ luật Dân sự 2015?","Hợp đồng vay có lãi suất phải ghi rõ lãi suất, không được vượt quá mức lãi suất tối đa do pháp luật quy định."
"Điều 428 Bộ luật Dân sự 2015 quy định: Bên vay phải hoàn trả cả gốc và lãi khi đến hạn; nếu không hoàn trả đúng hạn, bên vay phải chịu lãi suất chậm trả theo quy định của pháp luật.","Bên vay phải làm gì khi đến hạn trong hợp đồng vay có lãi suất theo Điều 428 Bộ luật Dân sự 2015?","Bên vay phải hoàn trả cả gốc và lãi khi đến hạn, nếu chậm trả thì chịu lãi suất chậm trả theo quy định."
"Điều 429 Bộ luật Dân sự 2015 quy định: Bên cho vay có quyền yêu cầu bên vay cung cấp thông tin về khả năng hoàn trả và có quyền từ chối cho vay nếu bên vay không bảo đảm khả năng hoàn trả.","Bên cho vay có quyền gì trong hợp đồng vay tài sản theo Điều 429 Bộ luật Dân sự 2015?","Bên cho vay có quyền yêu cầu thông tin về khả năng hoàn trả và từ chối cho vay nếu bên vay không bảo đảm khả năng hoàn trả."
"Điều 430 Bộ luật Dân sự 2015 quy định: Hợp đồng vay tài sản có thể bị hủy bỏ nếu một bên vi phạm nghiêm trọng nghĩa vụ hợp đồng, gây thiệt hại cho bên kia.","Khi nào hợp đồng vay tài sản có thể bị hủy bỏ theo Điều 430 Bộ luật Dân sự 2015?","Hợp đồng vay tài sản có thể bị hủy bỏ nếu một bên vi phạm nghiêm trọng nghĩa vụ, gây thiệt hại cho bên kia."
"Điều 431 Bộ luật Dân sự 2015 quy định: Hợp đồng thuê tài sản là hợp đồng mà bên cho thuê giao tài sản cho bên thuê để sử dụng trong thời hạn nhất định, bên thuê phải trả tiền thuê.","Hợp đồng thuê tài sản là gì theo Điều 431 Bộ luật Dân sự 2015?","Hợp đồng thuê tài sản là hợp đồng mà bên cho thuê giao tài sản cho bên thuê sử dụng trong thời hạn nhất định, bên thuê trả tiền thuê."
"Điều 432 Bộ luật Dân sự 2015 quy định: Bên cho thuê phải bảo đảm tài sản cho thuê ở tình trạng phù hợp với mục đích sử dụng đã thỏa thuận.","Bên cho thuê có nghĩa vụ gì về tài sản cho thuê theo Điều 432 Bộ luật Dân sự 2015?","Bên cho thuê phải bảo đảm tài sản cho thuê ở tình trạng phù hợp với mục đích sử dụng đã thỏa thuận."
"Điều 433 Bộ luật Dân sự 2015 quy định: Bên thuê phải sử dụng tài sản đúng mục đích, bảo quản tài sản như tài sản của mình và trả tiền thuê đúng hạn.","Bên thuê có nghĩa vụ gì trong hợp đồng thuê tài sản theo Điều 433 Bộ luật Dân sự 2015?","Bên thuê phải sử dụng tài sản đúng mục đích, bảo quản tài sản và trả tiền thuê đúng hạn."
"Điều 434 Bộ luật Dân sự 2015 quy định: Bên cho thuê phải bảo hành tài sản cho thuê trong thời gian thuê, trừ trường hợp có thỏa thuận khác.","Ai chịu trách nhiệm bảo hành tài sản cho thuê theo Điều 434 Bộ luật Dân sự 2015?","Bên cho thuê chịu trách nhiệm bảo hành tài sản trong thời gian thuê, trừ khi có thỏa thuận khác."
"Điều 435 Bộ luật Dân sự 2015 quy định: Bên thuê có quyền yêu cầu bên cho thuê sửa chữa tài sản nếu tài sản bị hư hỏng không do lỗi của bên thuê.","Bên thuê có quyền gì nếu tài sản cho thuê bị hư hỏng theo Điều 435 Bộ luật Dân sự 2015?","Bên thuê có quyền yêu cầu bên cho thuê sửa chữa tài sản nếu hư hỏng không do lỗi của bên thuê."
"Điều 436 Bộ luật Dân sự 2015 quy định: Bên thuê có quyền chấm dứt hợp đồng trước thời hạn nếu tài sản cho thuê không còn phù hợp với mục đích sử dụng và đã thông báo trước cho bên cho thuê.","Bên thuê có quyền chấm dứt hợp đồng thuê tài sản khi nào theo Điều 436 Bộ luật Dân sự 2015?","Bên thuê có quyền chấm dứt hợp đồng trước thời hạn nếu tài sản không còn phù hợp với mục đích sử dụng và đã thông báo trước."
"Điều 437 Bộ luật Dân sự 2015 quy định: Bên cho thuê có quyền chấm dứt hợp đồng trước thời hạn nếu bên thuê sử dụng tài sản không đúng mục đích hoặc không trả tiền thuê đúng hạn.","Bên cho thuê có quyền chấm dứt hợp đồng thuê tài sản khi nào theo Điều 437 Bộ luật Dân sự 2015?","Bên cho thuê có quyền chấm dứt hợp đồng nếu bên thuê sử dụng tài sản không đúng mục đích hoặc không trả tiền thuê đúng hạn."
"Điều 438 Bộ luật Dân sự 2015 quy định: Hợp đồng thuê tài sản phải được lập thành văn bản nếu pháp luật có quy định hoặc các bên có thỏa thuận.","Hợp đồng thuê tài sản phải được lập như thế nào theo Điều 438 Bộ luật Dân sự 2015?","Hợp đồng thuê tài sản phải được lập thành văn bản nếu pháp luật quy định hoặc các bên thỏa thuận."
"Điều 439 Bộ luật Dân sự 2015 quy định: Hợp đồng thuê nhà ở, quyền sử dụng đất phải tuân theo quy định của pháp luật về nhà ở và pháp luật về đất đai.","Hợp đồng thuê nhà ở, quyền sử dụng đất phải tuân theo quy định nào theo Điều 439 Bộ luật Dân sự 2015?","Hợp đồng thuê nhà ở, quyền sử dụng đất phải tuân theo pháp luật về nhà ở và đất đai."
"Điều 440 Bộ luật Dân sự 2015 quy định: Hợp đồng thuê khoán tài sản là hợp đồng mà bên thuê khoán sử dụng tài sản và trả tiền thuê bằng sản phẩm, hoa lợi hoặc lợi tức thu được từ tài sản đó.","Hợp đồng thuê khoán tài sản là gì theo Điều 440 Bộ luật Dân sự 2015?","Hợp đồng thuê khoán tài sản là hợp đồng mà bên thuê khoán sử dụng tài sản và trả tiền thuê bằng sản phẩm, hoa lợi hoặc lợi tức từ tài sản."
"Điều 441 Bộ luật Dân sự 2015 quy định: Bên thuê khoán phải bảo quản tài sản, sử dụng đúng mục đích và trả tiền thuê bằng sản phẩm hoặc lợi tức đúng hạn.","Bên thuê khoán có nghĩa vụ gì theo Điều 441 Bộ luật Dân sự 2015?","Bên thuê khoán phải bảo quản tài sản, sử dụng đúng mục đích và trả tiền thuê bằng sản phẩm hoặc lợi tức đúng hạn."
"Điều 442 Bộ luật Dân sự 2015 quy định: Bên cho thuê khoán có quyền yêu cầu bên thuê khoán bồi thường thiệt hại nếu tài sản bị hư hỏng do sử dụng không đúng mục đích.","Bên cho thuê khoán có quyền gì nếu tài sản bị hư hỏng theo Điều 442 Bộ luật Dân sự 2015?","Bên cho thuê khoán có quyền yêu cầu bên thuê khoán bồi thường thiệt hại nếu tài sản bị hư hỏng do sử dụng không đúng mục đích."
"Điều 443 Bộ luật Dân sự 2015 quy định: Hợp đồng thuê khoán tài sản có thể bị chấm dứt trước thời hạn nếu một bên vi phạm nghiêm trọng nghĩa vụ hợp đồng.","Khi nào hợp đồng thuê khoán tài sản có thể bị chấm dứt theo Điều 443 Bộ luật Dân sự 2015?","Hợp đồng thuê khoán tài sản có thể bị chấm dứt nếu một bên vi phạm nghiêm trọng nghĩa vụ hợp đồng."
"Điều 444 Bộ luật Dân sự 2015 quy định: Hợp đồng mượn tài sản là hợp đồng mà bên cho mượn giao tài sản cho bên mượn để sử dụng miễn phí trong thời hạn nhất định, bên mượn phải hoàn trả tài sản khi đến hạn.","Hợp đồng mượn tài sản là gì theo Điều 444 Bộ luật Dân sự 2015?","Hợp đồng mượn tài sản là hợp đồng mà bên cho mượn giao tài sản để sử dụng miễn phí, bên mượn phải hoàn trả khi đến hạn."
"Điều 445 Bộ luật Dân sự 2015 quy định: Bên mượn tài sản phải sử dụng tài sản đúng mục đích, bảo quản tài sản và hoàn trả đúng hạn.","Bên mượn tài sản có nghĩa vụ gì theo Điều 445 Bộ luật Dân sự 2015?","Bên mượn phải sử dụng tài sản đúng mục đích, bảo quản và hoàn trả đúng hạn."
"Điều 446 Bộ luật Dân sự 2015 quy định: Bên cho mượn có quyền đòi lại tài sản trước thời hạn nếu có lý do chính đáng và đã thông báo trước cho bên mượn.","Bên cho mượn có quyền gì theo Điều 446 Bộ luật Dân sự 2015?","Bên cho mượn có quyền đòi lại tài sản trước thời hạn nếu có lý do chính đáng và đã thông báo trước."
"Điều 447 Bộ luật Dân sự 2015 quy định: Bên mượn tài sản phải chịu chi phí bảo quản tài sản trong thời gian mượn, trừ trường hợp có thỏa thuận khác.","Ai chịu chi phí bảo quản tài sản trong hợp đồng mượn tài sản theo Điều 447 Bộ luật Dân sự 2015?","Bên mượn chịu chi phí bảo quản tài sản, trừ khi có thỏa thuận khác."
"Điều 448 Bộ luật Dân sự 2015 quy định: Hợp đồng mượn tài sản có thể được giao kết bằng lời nói, văn bản hoặc hành vi cụ thể, trừ trường hợp pháp luật có quy định khác.","Hợp đồng mượn tài sản có thể được giao kết bằng hình thức nào theo Điều 448 Bộ luật Dân sự 2015?","Hợp đồng mượn tài sản có thể được giao kết bằng lời nói, văn bản hoặc hành vi cụ thể, trừ khi pháp luật quy định khác."
"Điều 449 Bộ luật Dân sự 2015 quy định: Bên mượn tài sản có quyền chấm dứt hợp đồng trước thời hạn nếu đã thông báo trước cho bên cho mượn.","Bên mượn có quyền gì trong hợp đồng mượn tài sản theo Điều 449 Bộ luật Dân sự 2015?","Bên mượn có quyền chấm dứt hợp đồng trước thời hạn nếu đã thông báo trước cho bên cho mượn."
"Điều 450 Bộ luật Dân sự 2015 quy định: Bên mượn tài sản phải bồi thường thiệt hại nếu làm hư hỏng hoặc mất mát tài sản, trừ trường hợp bất khả kháng.","Bên mượn phải làm gì nếu làm hư hỏng tài sản theo Điều 450 Bộ luật Dân sự 2015?","Bên mượn phải bồi thường thiệt hại nếu làm hư hỏng hoặc mất mát tài sản, trừ trường hợp bất khả kháng."
